project_id,project_name,project_type,country,state,district,land_area,land_type,land_price_per_acre,number_of_owners,compensation_status,compensation_percentage,legal_disputes,land_possession_status,land_possession_percentage,rehabilitation_status,rehabilitation_percentage,risk_score,delay_probability,risk_category,latitude,longitude
LAP-0603,Greenfield Metro Rail Project 603,Metro Rail,India,Telangana,Rangareddy,86.75,Residential,2500000.00,159,In Progress,56.48,6,Partially Possessed,49.35,In Progress,70.71,77.97,0.72,High,17.512658,78.656099
LAP-0604,Greenfield Industrial Corridor Project 604,Industrial Corridor,India,Tamil Nadu,Coimbatore,145.97,Industrial,2500000.00,245,In Progress,39.27,5,Partially Possessed,43.39,Not Started,29.68,84.92,0.82,High,10.860994,77.024939
LAP-0605,Greenfield Logistics Park Project 605,Logistics Park,India,Rajasthan,Jaipur,199.64,Industrial,2500000.00,337,In Progress,82.08,1,Partially Possessed,72.41,In Progress,69.43,39.03,0.48,Medium,26.867353,75.740736
LAP-0606,Bharat Logistics Park Project 606,Logistics Park,India,Tamil Nadu,Coimbatore,123.93,Industrial,2500000.00,197,In Progress,63.39,3,Partially Possessed,71.74,In Progress,68.70,44.27,0.43,Medium,10.881364,76.803791
LAP-0607,Coastal Irrigation Canal Project 607,Irrigation Canal,India,Odisha,Khordha,141.24,Agricultural,2500000.00,265,In Progress,75.26,1,Partially Possessed,88.79,In Progress,58.98,34.21,0.53,Medium,20.336417,85.712542
LAP-0608,Bharat Logistics Park Project 608,Logistics Park,India,Gujarat,Ahmedabad,115.12,Industrial,2500000.00,206,In Progress,59.82,4,Partially Possessed,76.31,In Progress,56.33,61.99,0.58,High,22.937802,72.715303
LAP-0609,Greenfield Railway Corridor Project 609,Railway Corridor,India,Maharashtra,Nagpur,300.64,Residential,2500000.00,507,In Progress,70.18,6,Partially Possessed,67.52,In Progress,60.60,56.23,0.55,Medium,21.031399,79.220764
LAP-0610,Samriddhi Irrigation Canal Project 610,Irrigation Canal,India,Telangana,Warangal,98.88,Agricultural,2500000.00,171,In Progress,59.07,1,Partially Possessed,81.38,In Progress,76.92,34.21,0.24,Medium,17.866642,79.720557
LAP-0611,River National Highway Project 611,National Highway,India,Tamil Nadu,Coimbatore,303.94,Agricultural,2500000.00,529,In Progress,79.96,2,Partially Possessed,82.83,In Progress,74.09,35.88,0.39,Medium,11.076848,77.063615
LAP-0612,Bharat Logistics Park Project 612,Logistics Park,India,Karnataka,Belagavi,45.83,Industrial,2500000.00,72,In Progress,79.40,1,Partially Possessed,83.49,Completed,100.00,28.96,0.24,Low,15.826336,74.504164
LAP-0613,National Airport Expansion Project 613,Airport Expansion,India,Gujarat,Ahmedabad,127.81,Commercial,2500000.00,218,In Progress,74.84,3,Partially Possessed,82.33,In Progress,86.32,49.84,0.41,Medium,23.001467,72.551364
LAP-0614,Frontier National Highway Project 614,National Highway,India,Tamil Nadu,Coimbatore,169.38,Agricultural,2500000.00,298,In Progress,64.65,3,Partially Possessed,74.79,In Progress,68.03,37.46,0.40,Medium,10.847927,76.891548
LAP-0615,Coastal Solar Park Project 615,Solar Park,India,Madhya Pradesh,Bhopal,104.78,Agricultural,2500000.00,150,In Progress,68.91,2,Partially Possessed,62.19,In Progress,66.56,44.31,0.40,Medium,23.311822,77.627136
LAP-0616,Bharat Irrigation Canal Project 616,Irrigation Canal,India,Telangana,Nalgonda,89.91,Agricultural,2500000.00,153,In Progress,41.90,7,Not Possessed,25.90,Not Started,19.14,86.06,0.74,High,17.071762,79.106233
LAP-0617,Bharat Transmission Line Project 617,Transmission Line,India,Tamil Nadu,Coimbatore,181.93,Barren,2500000.00,299,In Progress,60.67,6,Partially Possessed,66.04,In Progress,78.94,57.45,0.33,Medium,10.867087,76.898363
LAP-0618,Deccan Transmission Line Project 618,Transmission Line,India,Madhya Pradesh,Dhar,293.56,Barren,2500000.00,518,Completed,95.22,2,Partially Possessed,73.13,In Progress,68.51,28.99,0.40,Low,22.644509,75.302138
LAP-0619,Greenfield Solar Park Project 619,Solar Park,India,Telangana,Warangal,193.74,Agricultural,2500000.00,310,In Progress,59.06,3,Partially Possessed,73.81,In Progress,84.30,42.07,0.59,Medium,18.010422,79.732254
LAP-0620,Frontier National Highway Project 620,National Highway,India,Telangana,Nalgonda,238.40,Agricultural,2500000.00,353,In Progress,76.69,4,Partially Possessed,78.24,In Progress,79.29,40.90,0.37,Medium,16.881888,79.134261
LAP-0621,Bharat Solar Park Project 621,Solar Park,India,Odisha,Kalahandi,246.41,Agricultural,2500000.00,386,In Progress,88.91,5,Partially Possessed,75.53,In Progress,80.31,39.96,0.51,Medium,19.909835,82.947755
LAP-0622,National Industrial Corridor Project 622,Industrial Corridor,India,Maharashtra,Nagpur,152.11,Industrial,2500000.00,289,In Progress,76.96,1,Partially Possessed,82.06,Completed,100.00,25.23,0.26,Low,21.037013,79.149384
LAP-0623,Regional Logistics Park Project 623,Logistics Park,India,Uttar Pradesh,Gautam Buddha Nagar,129.67,Industrial,2500000.00,212,In Progress,44.73,7,Partially Possessed,38.85,Not Started,26.51,89.07,0.60,High,28.290704,77.646091
LAP-0624,Eastern Metro Rail Project 624,Metro Rail,India,Uttar Pradesh,Gautam Buddha Nagar,203.74,Residential,2500000.00,353,In Progress,56.23,4,Partially Possessed,39.89,In Progress,62.69,63.91,0.72,High,28.532984,77.362513
LAP-0625,Frontier Logistics Park Project 625,Logistics Park,India,Madhya Pradesh,Indore,415.35,Industrial,2500000.00,669,In Progress,67.78,2,Partially Possessed,77.99,In Progress,59.66,43.83,0.56,Medium,22.778450,75.902581
LAP-0626,Bharat Metro Rail Project 626,Metro Rail,India,Rajasthan,Kota,202.16,Residential,2500000.00,352,In Progress,48.99,4,Partially Possessed,55.81,In Progress,61.46,65.72,0.54,High,25.231864,75.989454
LAP-0627,Regional National Highway Project 627,National Highway,India,Tamil Nadu,Coimbatore,235.50,Agricultural,2500000.00,404,In Progress,41.25,6,Not Possessed,18.28,In Progress,49.60,79.89,0.70,High,11.363162,76.935384
LAP-0628,River National Highway Project 628,National Highway,India,Rajasthan,Udaipur,168.75,Agricultural,2500000.00,302,In Progress,77.21,4,Possessed,96.64,In Progress,87.51,41.33,0.34,Medium,24.463828,73.622966
LAP-0629,River Irrigation Canal Project 629,Irrigation Canal,India,Gujarat,Surat,206.31,Agricultural,2500000.00,340,In Progress,75.24,1,Partially Possessed,76.72,In Progress,47.73,36.01,0.28,Medium,21.282804,72.870425
LAP-0630,National Irrigation Canal Project 630,Irrigation Canal,India,Odisha,Khordha,662.31,Agricultural,2500000.00,1171,In Progress,37.25,7,Partially Possessed,42.85,In Progress,42.57,76.44,0.60,High,20.253226,85.774347
LAP-0631,Frontier Industrial Corridor Project 631,Industrial Corridor,India,Telangana,Rangareddy,92.15,Industrial,2500000.00,150,Completed,99.65,3,Partially Possessed,84.85,In Progress,73.09,38.52,0.29,Medium,17.494157,78.490286
LAP-0632,Samriddhi Transmission Line Project 632,Transmission Line,India,Rajasthan,Udaipur,18.79,Barren,2500000.00,34,In Progress,64.30,5,Partially Possessed,54.29,In Progress,62.41,49.46,0.54,Medium,24.717524,73.586710
LAP-0633,Greenfield Irrigation Canal Project 633,Irrigation Canal,India,Karnataka,Belagavi,227.58,Agricultural,2500000.00,378,In Progress,77.87,3,Partially Possessed,83.46,In Progress,69.33,38.18,0.40,Medium,15.992984,74.621085
LAP-0634,National Irrigation Canal Project 634,Irrigation Canal,India,Odisha,Kalahandi,519.82,Agricultural,2500000.00,866,In Progress,59.83,3,Partially Possessed,69.98,In Progress,70.72,50.42,0.47,Medium,20.013239,83.030296
LAP-0635,Regional Logistics Park Project 635,Logistics Park,India,Rajasthan,Udaipur,79.52,Industrial,2500000.00,147,In Progress,59.72,3,Partially Possessed,60.87,In Progress,68.90,51.95,0.45,Medium,24.468270,73.851399
LAP-0636,Greenfield Metro Rail Project 636,Metro Rail,India,Uttar Pradesh,Prayagraj,114.35,Residential,2500000.00,209,In Progress,45.35,7,Partially Possessed,42.07,Not Started,31.67,94.46,0.90,High,25.447618,81.737628
LAP-0637,Deccan Airport Expansion Project 637,Airport Expansion,India,Madhya Pradesh,Indore,171.20,Commercial,2500000.00,301,In Progress,80.29,0,Partially Possessed,85.15,In Progress,71.50,35.36,0.28,Medium,22.812269,75.751368
LAP-0638,Frontier Irrigation Canal Project 638,Irrigation Canal,India,Odisha,Sundargarh,164.71,Agricultural,2500000.00,261,In Progress,57.96,7,Partially Possessed,49.74,In Progress,48.71,73.75,0.63,High,22.109104,84.063600
LAP-0639,Frontier Irrigation Canal Project 639,Irrigation Canal,India,Uttar Pradesh,Lucknow,141.44,Agricultural,2500000.00,247,Not Started,23.89,7,Not Possessed,27.78,Not Started,13.30,94.78,0.90,High,26.495375,80.964794
LAP-0640,Eastern National Highway Project 640,National Highway,India,Madhya Pradesh,Dhar,209.27,Agricultural,2500000.00,343,In Progress,77.45,5,Partially Possessed,79.06,In Progress,69.84,42.02,0.38,Medium,22.577724,75.411533
LAP-0641,Greenfield Industrial Corridor Project 641,Industrial Corridor,India,Madhya Pradesh,Indore,111.42,Industrial,2500000.00,193,In Progress,52.59,3,Partially Possessed,36.47,In Progress,36.14,65.40,0.76,High,22.750693,75.812490
LAP-0642,Eastern Transmission Line Project 642,Transmission Line,India,Bihar,Muzaffarpur,122.65,Barren,2500000.00,204,Not Started,29.10,7,Not Possessed,19.65,Not Started,24.36,84.31,0.74,High,26.041738,85.402795
LAP-0643,River Transmission Line Project 643,Transmission Line,India,Bihar,Muzaffarpur,114.98,Barren,2500000.00,181,In Progress,56.82,4,Partially Possessed,52.88,In Progress,59.53,44.15,0.45,Medium,26.025022,85.440770
LAP-0644,River National Highway Project 644,National Highway,India,Uttar Pradesh,Prayagraj,445.85,Agricultural,2500000.00,757,In Progress,65.23,6,Partially Possessed,54.88,In Progress,62.38,58.33,0.40,Medium,25.560095,81.755389
LAP-0645,Frontier Industrial Corridor Project 645,Industrial Corridor,India,Tamil Nadu,Coimbatore,102.26,Industrial,2500000.00,166,In Progress,36.23,7,Partially Possessed,42.05,Not Started,29.94,91.17,0.98,High,11.053498,76.900008
LAP-0646,Deccan Railway Corridor Project 646,Railway Corridor,India,Madhya Pradesh,Bhopal,126.33,Residential,2500000.00,207,In Progress,80.68,2,Partially Possessed,73.92,In Progress,57.88,34.32,0.12,Medium,23.363426,77.438139
LAP-0647,Frontier Transmission Line Project 647,Transmission Line,India,Maharashtra,Nashik,57.86,Barren,2500000.00,72,In Progress,71.11,0,Partially Possessed,65.15,Completed,97.67,24.06,0.18,Low,19.998987,73.577820
LAP-0648,Greenfield Metro Rail Project 648,Metro Rail,India,Karnataka,Mysuru,206.84,Residential,2500000.00,333,In Progress,68.43,1,Partially Possessed,77.91,In Progress,87.50,42.32,0.33,Medium,12.307509,76.737750
LAP-0649,Coastal Transmission Line Project 649,Transmission Line,India,Tamil Nadu,Tiruchirappalli,86.49,Barren,2500000.00,139,In Progress,58.15,5,Partially Possessed,56.09,In Progress,55.04,61.06,0.59,High,10.984830,78.827910
LAP-0650,National Airport Expansion Project 650,Airport Expansion,India,Rajasthan,Jaipur,155.15,Commercial,2500000.00,274,In Progress,61.65,4,Partially Possessed,64.31,In Progress,78.86,50.46,0.42,Medium,26.857288,75.721612
LAP-0651,River Airport Expansion Project 651,Airport Expansion,India,Odisha,Kalahandi,198.42,Commercial,2500000.00,349,In Progress,55.26,2,Partially Possessed,39.92,In Progress,45.50,59.07,0.49,Medium,19.756694,83.117864
LAP-0652,Regional Transmission Line Project 652,Transmission Line,India,Uttar Pradesh,Lucknow,132.25,Barren,2500000.00,197,In Progress,66.20,6,Partially Possessed,67.71,In Progress,58.65,57.39,0.43,Medium,26.952733,80.947779
LAP-0653,Eastern Transmission Line Project 653,Transmission Line,India,Karnataka,Mysuru,359.96,Barren,2500000.00,632,In Progress,87.01,3,Partially Possessed,76.30,In Progress,60.90,41.56,0.45,Medium,12.225973,76.767396
LAP-0654,Bharat Logistics Park Project 654,Logistics Park,India,Uttar Pradesh,Lucknow,87.80,Industrial,2500000.00,152,In Progress,66.56,5,Partially Possessed,78.93,In Progress,79.24,58.45,0.46,Medium,26.978162,81.047004
LAP-0655,Samriddhi Transmission Line Project 655,Transmission Line,India,Maharashtra,Nagpur,113.76,Barren,2500000.00,201,In Progress,87.88,3,Partially Possessed,67.19,In Progress,82.49,38.38,0.38,Medium,21.044866,79.087098
LAP-0656,Eastern Irrigation Canal Project 656,Irrigation Canal,India,Telangana,Nalgonda,300.24,Agricultural,2500000.00,510,In Progress,75.75,0,Partially Possessed,84.53,Completed,100.00,8.09,0.16,Low,17.091092,79.500236
LAP-0657,Bharat Metro Rail Project 657,Metro Rail,India,Odisha,Sundargarh,215.65,Residential,2500000.00,397,In Progress,61.65,5,Partially Possessed,61.87,In Progress,61.06,69.14,0.51,High,22.254041,84.020509
LAP-0658,Deccan Industrial Corridor Project 658,Industrial Corridor,India,Odisha,Kalahandi,431.50,Industrial,2500000.00,733,In Progress,66.10,3,Partially Possessed,58.30,In Progress,57.05,61.38,0.57,High,19.772442,83.218996
LAP-0659,Eastern Airport Expansion Project 659,Airport Expansion,India,Telangana,Nalgonda,228.02,Commercial,2500000.00,391,In Progress,77.99,2,Partially Possessed,64.81,In Progress,86.60,41.00,0.54,Medium,16.886702,79.241378
LAP-0660,River Solar Park Project 660,Solar Park,India,Gujarat,Surat,1321.55,Agricultural,2500000.00,2285,In Progress,81.73,3,Partially Possessed,71.05,In Progress,86.34,28.19,0.44,Low,21.311780,72.821323
LAP-0661,Coastal National Highway Project 661,National Highway,India,Odisha,Sundargarh,325.39,Agricultural,2500000.00,548,In Progress,40.51,3,Partially Possessed,42.94,In Progress,37.52,53.78,0.51,Medium,21.954590,84.075968
LAP-0662,Deccan Railway Corridor Project 662,Railway Corridor,India,Bihar,Patna,184.43,Residential,2500000.00,286,In Progress,50.58,4,Partially Possessed,56.73,In Progress,48.01,61.28,0.54,High,25.624854,85.329243
LAP-0663,Regional Transmission Line Project 663,Transmission Line,India,Odisha,Sundargarh,246.95,Barren,2500000.00,421,In Progress,60.39,3,Partially Possessed,68.76,In Progress,74.42,35.66,0.38,Medium,22.144430,83.875993
LAP-0664,Coastal Irrigation Canal Project 664,Irrigation Canal,India,Uttar Pradesh,Prayagraj,243.37,Agricultural,2500000.00,385,In Progress,65.97,6,Partially Possessed,63.11,In Progress,67.82,54.20,0.59,Medium,25.527949,81.816588
LAP-0665,National National Highway Project 665,National Highway,India,Telangana,Warangal,279.72,Agricultural,2500000.00,491,In Progress,62.60,6,Partially Possessed,59.80,Not Started,30.68,71.32,0.48,High,17.882883,79.649029
LAP-0666,Samriddhi Solar Park Project 666,Solar Park,India,Uttar Pradesh,Prayagraj,318.55,Agricultural,2500000.00,509,Not Started,31.36,6,Partially Possessed,41.86,In Progress,49.05,75.45,0.70,High,25.423928,82.010524
LAP-0667,River Transmission Line Project 667,Transmission Line,India,Maharashtra,Nashik,100.88,Barren,2500000.00,168,In Progress,83.91,2,Partially Possessed,94.06,In Progress,72.55,33.86,0.45,Medium,20.001442,73.738145
LAP-0668,Bharat Solar Park Project 668,Solar Park,India,Tamil Nadu,Coimbatore,744.05,Agricultural,2500000.00,1283,In Progress,56.63,4,Partially Possessed,80.15,In Progress,53.97,50.96,0.40,Medium,11.157549,76.891360
LAP-0669,River Irrigation Canal Project 669,Irrigation Canal,India,Bihar,Gaya,287.00,Agricultural,2500000.00,452,In Progress,66.37,4,Partially Possessed,72.69,In Progress,66.04,43.88,0.52,Medium,24.801852,84.870908
LAP-0670,Regional Solar Park Project 670,Solar Park,India,Bihar,Muzaffarpur,111.46,Agricultural,2500000.00,189,In Progress,52.26,3,Partially Possessed,52.65,In Progress,45.52,50.51,0.46,Medium,26.111865,85.541179
LAP-0671,Frontier Logistics Park Project 671,Logistics Park,India,Rajasthan,Jaipur,119.98,Industrial,2500000.00,196,In Progress,65.15,2,Partially Possessed,67.04,In Progress,80.78,42.48,0.45,Medium,26.997516,75.646628
LAP-0672,River Railway Corridor Project 672,Railway Corridor,India,Madhya Pradesh,Bhopal,75.53,Residential,2500000.00,139,In Progress,60.51,6,Partially Possessed,46.19,In Progress,51.38,70.83,0.47,High,23.347429,77.425729
LAP-0673,Regional National Highway Project 673,National Highway,India,Tamil Nadu,Tiruchirappalli,312.94,Agricultural,2500000.00,524,In Progress,64.10,5,Partially Possessed,47.34,In Progress,59.51,51.80,0.52,Medium,10.793867,78.521957
LAP-0674,Bharat Irrigation Canal Project 674,Irrigation Canal,India,Gujarat,Ahmedabad,275.72,Agricultural,2500000.00,492,In Progress,92.33,4,Partially Possessed,89.52,In Progress,90.16,34.31,0.42,Medium,22.997422,72.493654
LAP-0675,Bharat Airport Expansion Project 675,Airport Expansion,India,Uttar Pradesh,Prayagraj,119.23,Commercial,2500000.00,205,In Progress,77.84,0,Partially Possessed,74.99,In Progress,66.82,30.82,0.34,Medium,25.606141,81.826713
LAP-0676,Greenfield Railway Corridor Project 676,Railway Corridor,India,Tamil Nadu,Tiruchirappalli,160.54,Residential,2500000.00,281,In Progress,43.96,8,Partially Possessed,41.06,In Progress,40.59,88.04,0.76,High,11.048305,78.909634
LAP-0677,Coastal Irrigation Canal Project 677,Irrigation Canal,India,Karnataka,Belagavi,820.16,Agricultural,2500000.00,1465,In Progress,55.80,7,Partially Possessed,55.85,In Progress,51.50,82.39,0.75,High,15.857912,74.509708
LAP-0678,River Transmission Line Project 678,Transmission Line,India,Uttar Pradesh,Lucknow,390.66,Barren,2500000.00,644,Not Started,31.15,6,Not Possessed,30.89,Not Started,29.61,81.31,0.84,High,26.746645,81.066249
LAP-0679,Greenfield Airport Expansion Project 679,Airport Expansion,India,Uttar Pradesh,Prayagraj,57.58,Commercial,2500000.00,95,In Progress,73.86,3,Partially Possessed,87.30,In Progress,81.36,44.03,0.51,Medium,25.446443,81.783484
LAP-0680,National Railway Corridor Project 680,Railway Corridor,India,Odisha,Sundargarh,273.81,Residential,2500000.00,455,In Progress,51.90,4,Partially Possessed,44.75,In Progress,66.18,62.95,0.51,High,22.078620,83.988237
LAP-0681,Frontier Transmission Line Project 681,Transmission Line,India,Karnataka,Belagavi,63.27,Barren,2500000.00,109,In Progress,76.03,3,Partially Possessed,77.43,In Progress,83.78,39.48,0.29,Medium,15.877746,74.680275
LAP-0682,Bharat Airport Expansion Project 682,Airport Expansion,India,Odisha,Kalahandi,183.14,Commercial,2500000.00,320,In Progress,72.18,2,Partially Possessed,81.59,In Progress,93.65,39.47,0.61,Medium,19.896613,83.177519
LAP-0683,River National Highway Project 683,National Highway,India,Madhya Pradesh,Dhar,61.97,Agricultural,2500000.00,112,In Progress,78.92,2,Partially Possessed,67.70,In Progress,74.62,35.99,0.12,Medium,22.720802,75.395094
LAP-0684,River National Highway Project 684,National Highway,India,Odisha,Kalahandi,261.79,Agricultural,2500000.00,465,In Progress,51.01,4,Partially Possessed,47.51,In Progress,68.88,52.42,0.47,Medium,19.934993,83.122506
LAP-0685,River Solar Park Project 685,Solar Park,India,Odisha,Khordha,227.00,Agricultural,2500000.00,436,In Progress,59.67,3,Partially Possessed,57.85,In Progress,51.07,49.41,0.46,Medium,20.244340,85.954633
LAP-0686,Coastal Industrial Corridor Project 686,Industrial Corridor,India,Bihar,Muzaffarpur,57.04,Industrial,2500000.00,92,In Progress,56.99,6,Partially Possessed,41.03,Not Started,31.12,84.03,0.56,High,26.023762,85.388156
LAP-0687,Regional Airport Expansion Project 687,Airport Expansion,India,Karnataka,Mysuru,437.53,Commercial,2500000.00,699,In Progress,47.95,7,Partially Possessed,62.00,In Progress,63.03,63.93,0.43,High,12.402555,76.458753
LAP-0688,National Industrial Corridor Project 688,Industrial Corridor,India,Gujarat,Kutch,305.60,Industrial,2500000.00,528,Completed,100.00,0,Partially Possessed,68.11,In Progress,80.88,28.61,0.21,Low,23.886701,69.951686
LAP-0689,Eastern Railway Corridor Project 689,Railway Corridor,India,Uttar Pradesh,Prayagraj,638.61,Residential,2500000.00,1099,In Progress,62.83,6,Partially Possessed,68.83,In Progress,82.01,57.35,0.66,Medium,25.504150,81.818743
LAP-0690,Coastal Railway Corridor Project 690,Railway Corridor,India,Bihar,Muzaffarpur,73.40,Residential,2500000.00,132,In Progress,63.42,11,Partially Possessed,54.18,In Progress,84.57,75.85,0.74,High,26.132109,85.412411
LAP-0691,Greenfield Railway Corridor Project 691,Railway Corridor,India,Odisha,Sundargarh,51.89,Residential,2500000.00,81,In Progress,42.74,7,Partially Possessed,46.80,In Progress,45.19,88.52,0.69,High,22.094497,84.077572
LAP-0692,Regional Airport Expansion Project 692,Airport Expansion,India,Uttar Pradesh,Gautam Buddha Nagar,228.03,Commercial,2500000.00,390,In Progress,72.72,2,Partially Possessed,64.01,In Progress,41.63,42.98,0.63,Medium,28.392035,77.490016
LAP-0693,Deccan Metro Rail Project 693,Metro Rail,India,Bihar,Patna,255.09,Residential,2500000.00,437,Not Started,24.69,5,Not Possessed,29.01,In Progress,44.50,90.80,0.65,High,25.458886,85.111875
LAP-0694,Greenfield Transmission Line Project 694,Transmission Line,India,Telangana,Nalgonda,61.78,Barren,2500000.00,108,In Progress,51.49,4,Partially Possessed,46.44,Not Started,24.95,63.32,0.60,High,17.150191,79.475174
LAP-0695,National Airport Expansion Project 695,Airport Expansion,India,Uttar Pradesh,Lucknow,593.09,Commercial,2500000.00,1028,In Progress,71.92,2,Partially Possessed,75.41,In Progress,69.21,47.50,0.58,Medium,26.719278,81.057607
LAP-0696,Deccan Irrigation Canal Project 696,Irrigation Canal,India,Telangana,Nalgonda,241.03,Agricultural,2500000.00,394,In Progress,87.48,4,Partially Possessed,54.12,In Progress,73.05,44.87,0.46,Medium,17.162590,79.287269
LAP-0697,National Industrial Corridor Project 697,Industrial Corridor,India,Karnataka,Mysuru,333.86,Industrial,2500000.00,577,In Progress,39.10,7,Partially Possessed,49.06,In Progress,37.43,99.32,0.92,High,12.238876,76.560967
LAP-0698,River Transmission Line Project 698,Transmission Line,India,Karnataka,Belagavi,563.80,Barren,2500000.00,1015,In Progress,57.14,5,Partially Possessed,46.06,In Progress,58.43,63.79,0.50,High,15.921943,74.573621
LAP-0699,Greenfield Irrigation Canal Project 699,Irrigation Canal,India,Odisha,Khordha,65.60,Agricultural,2500000.00,117,In Progress,85.19,1,Partially Possessed,73.28,In Progress,73.71,22.41,0.13,Low,20.240986,85.774134
LAP-0700,Eastern Industrial Corridor Project 700,Industrial Corridor,India,Telangana,Nalgonda,299.54,Industrial,2500000.00,534,Not Started,29.67,8,Partially Possessed,36.66,In Progress,60.01,87.28,0.69,High,16.995878,79.155673
LAP-0701,Regional Airport Expansion Project 701,Airport Expansion,India,Rajasthan,Kota,338.24,Commercial,2500000.00,612,In Progress,73.98,4,Partially Possessed,77.00,In Progress,71.54,41.35,0.38,Medium,25.240411,75.809455
LAP-0702,Samriddhi Solar Park Project 702,Solar Park,India,Uttar Pradesh,Gautam Buddha Nagar,59.86,Agricultural,2500000.00,102,In Progress,81.24,4,Partially Possessed,89.98,In Progress,91.82,22.17,0.28,Low,28.596719,77.385893
LAP-0703,Greenfield Industrial Corridor Project 703,Industrial Corridor,India,Telangana,Nalgonda,161.32,Industrial,2500000.00,278,In Progress,40.64,4,Partially Possessed,40.81,In Progress,66.81,71.08,0.68,High,17.116614,79.455264
LAP-0704,Coastal Transmission Line Project 704,Transmission Line,India,Rajasthan,Kota,414.04,Barren,2500000.00,732,In Progress,57.49,6,Partially Possessed,45.38,In Progress,73.77,66.46,0.73,High,25.257376,75.875594
LAP-0705,Frontier Irrigation Canal Project 705,Irrigation Canal,India,Madhya Pradesh,Bhopal,128.30,Agricultural,2500000.00,216,Not Started,16.44,8,Not Possessed,31.06,Not Started,25.74,100.00,0.72,High,23.335379,77.333554
LAP-0706,Eastern Irrigation Canal Project 706,Irrigation Canal,India,Madhya Pradesh,Dhar,761.21,Agricultural,2500000.00,1317,In Progress,66.46,10,Partially Possessed,69.39,In Progress,70.60,73.09,0.72,High,22.577017,75.380129
LAP-0707,Bharat National Highway Project 707,National Highway,India,Telangana,Warangal,204.82,Agricultural,2500000.00,379,In Progress,68.29,2,Partially Possessed,72.41,In Progress,85.12,33.69,0.36,Medium,17.951604,79.742151
LAP-0708,Eastern Industrial Corridor Project 708,Industrial Corridor,India,Odisha,Kalahandi,226.23,Industrial,2500000.00,365,In Progress,48.89,7,Partially Possessed,36.58,In Progress,70.34,83.80,0.52,High,19.956563,83.269502
LAP-0709,Regional Transmission Line Project 709,Transmission Line,India,Madhya Pradesh,Bhopal,114.48,Barren,2500000.00,208,In Progress,78.42,0,Partially Possessed,48.70,In Progress,64.45,24.96,0.26,Low,23.309771,77.527515
LAP-0710,Frontier Logistics Park Project 710,Logistics Park,India,Karnataka,Bengaluru Urban,199.96,Industrial,2500000.00,337,In Progress,65.80,1,Partially Possessed,66.34,In Progress,68.58,43.09,0.35,Medium,12.973194,77.405711
LAP-0711,Samriddhi Irrigation Canal Project 711,Irrigation Canal,India,Odisha,Kalahandi,97.36,Agricultural,2500000.00,185,Not Started,32.13,11,Partially Possessed,42.73,In Progress,37.33,96.02,0.90,High,19.953151,83.129694
LAP-0712,Coastal Logistics Park Project 712,Logistics Park,India,Rajasthan,Kota,325.81,Industrial,2500000.00,566,In Progress,63.93,6,Partially Possessed,47.69,Not Started,32.32,65.38,0.59,High,25.151250,75.931742
LAP-0713,National National Highway Project 713,National Highway,India,Gujarat,Ahmedabad,203.98,Agricultural,2500000.00,355,In Progress,69.99,3,Partially Possessed,51.35,In Progress,55.83,53.48,0.64,Medium,22.877494,72.598903
LAP-0714,Eastern Industrial Corridor Project 714,Industrial Corridor,India,Bihar,Muzaffarpur,121.80,Industrial,2500000.00,205,In Progress,82.85,1,Partially Possessed,68.60,Completed,97.44,30.89,0.32,Medium,26.310279,85.267127
LAP-0715,Frontier Airport Expansion Project 715,Airport Expansion,India,Madhya Pradesh,Indore,392.06,Commercial,2500000.00,691,In Progress,44.61,4,Partially Possessed,60.66,In Progress,59.58,67.68,0.71,High,22.816351,75.783497
LAP-0716,Greenfield Industrial Corridor Project 716,Industrial Corridor,India,Bihar,Muzaffarpur,126.89,Industrial,2500000.00,212,In Progress,81.98,2,Partially Possessed,68.97,In Progress,75.23,38.20,0.58,Medium,26.132125,85.667633
LAP-0717,Deccan Logistics Park Project 717,Logistics Park,India,Odisha,Khordha,609.24,Industrial,2500000.00,1099,In Progress,54.33,2,Partially Possessed,52.84,In Progress,75.11,47.62,0.50,Medium,20.151539,85.807578
LAP-0718,National Logistics Park Project 718,Logistics Park,India,Maharashtra,Pune,83.22,Industrial,2500000.00,134,Not Started,18.74,5,Not Possessed,31.80,Not Started,23.10,89.83,0.80,High,18.572841,73.724297
LAP-0719,Eastern Airport Expansion Project 719,Airport Expansion,India,Uttar Pradesh,Prayagraj,140.91,Commercial,2500000.00,239,In Progress,40.24,4,Not Possessed,34.99,Not Started,34.10,86.45,0.83,High,25.353381,82.037956
LAP-0720,Eastern Solar Park Project 720,Solar Park,India,Uttar Pradesh,Prayagraj,87.56,Agricultural,2500000.00,160,Not Started,29.82,7,Partially Possessed,41.91,Not Started,25.66,84.14,0.65,High,25.373780,81.965883
LAP-0721,River Solar Park Project 721,Solar Park,India,Tamil Nadu,Tiruchirappalli,231.09,Agricultural,2500000.00,375,Completed,98.31,1,Partially Possessed,89.67,In Progress,89.10,17.92,0.13,Low,10.882095,78.547763
LAP-0722,Samriddhi National Highway Project 722,National Highway,India,Maharashtra,Pune,162.32,Agricultural,2500000.00,255,In Progress,64.00,2,Partially Possessed,63.39,In Progress,72.97,32.55,0.20,Medium,18.480672,73.753070
